ID,WAGE,OCCUPATION,SECTOR,UNION,EDUCATION,EXPERIENCE,AGE,SEX,MARR,RACE,SOUTH,FNAME,LNAME,BDAY,ADDRESS,ZIPCODE
243,8.424871957,2,0,0,14,0,20,0,0,2,0,Stephen,Smith,1/8/99,3556 Leo Street,80203
244,6.847496309,2,0,0,12,32,50,0,1,3,1,Eric,Basnight,6/11/68,706 Robinson Lane,43055
245,5.91075514,2,0,0,12,20,38,0,1,3,0,Carmen,Estep,10/25/80,641 Grand Avenue,32801
246,7.516576399,2,0,0,15,4,25,0,0,3,1,Ramon,Campbell,6/1/93,357 Rosebud Avenue,72675
247,5.948576802,2,0,0,12,34,52,0,1,3,0,Terry,Posada,4/23/66,2040 Golden Street,33056
248,4.748976542,2,0,0,13,5,24,0,0,3,0,Louis,Payne,9/9/94,1131 Warner Street,33137
249,10.07308484,2,1,0,17,13,36,0,1,3,0,Claude,Branham,6/4/82,146 Clover Drive,81008
250,7.47347804,3,0,0,14,17,37,1,1,2,0,Rachel,Whitman,5/15/81,3055 Joanne Lane,1821
251,6.230611965,3,0,0,13,10,29,1,1,3,1,Vera,Hower,5/23/89,4030 Nickel Road,90017
252,9.09292277,3,0,0,16,7,29,1,1,3,0,Mary,Moreno,3/19/89,261 Crummit Lane,68508
253,7.230702684,3,0,0,12,25,43,1,0,3,0,Emma,Carver,11/23/75,208 Eden Drive,23060
254,7.479669114,3,0,0,12,18,36,1,1,1,0,Kimberli,Lopez,9/14/82,847 Spadafore Drive,16501
255,8.413629265,3,1,0,16,27,49,1,1,3,0,Heather,Stevenson,8/16/69,4606 State Street,63146
256,6.010651479,3,0,0,16,2,24,1,0,3,0,Lisa,Ince,7/9/94,1944 Stoney Lane,75202
257,7.585990532,3,0,0,13,13,32,0,1,3,0,Kenneth,Contreras,2/7/86,3554 Maple Avenue,95202
258,5.224358987,3,0,0,14,24,44,1,0,3,0,Charlene,Bolton,4/21/74,1737 South Street,79701
259,9.602986017,3,0,0,18,13,37,1,1,2,1,Dorothy,Heard,11/8/81,2454 Glenview Drive,78401
260,6.328358889,3,0,1,14,15,35,1,0,3,0,Jackie,Cervantez,4/26/83,1816 Washburn Street,70802
261,6.614081721,3,0,0,12,12,30,1,0,2,1,Mary,Reece,9/10/88,716 Norma Lane,71254
262,9.107090031,3,0,0,12,24,42,1,1,3,0,Kelly,Freeman,9/16/76,2721 Rocket Drive,55410
263,6.218757405,3,2,0,12,43,61,1,1,3,0,Frederica,Jefferson,12/7/57,2910 Dane Street,99201
264,6.398436488,3,1,0,12,13,31,1,1,3,0,Lavon,Davis,10/24/87,1513 Dancing Dove Lane,11590
265,6.429638629,3,0,0,12,16,34,1,1,3,1,Abby,Robertson,5/26/84,4420 Columbia Mine Road,26047
266,6.221644743,3,0,0,11,24,41,1,1,3,0,Teresa,Miller,3/9/77,2466 Centennial Farm Road,51301
267,7.136686698,3,0,0,16,4,26,1,1,3,1,Nicole,Hurt,9/25/92,1144 Lakeland Terrace,48180
268,5.910652983,3,0,0,12,24,42,1,1,3,0,Theresa,Thomas,3/8/76,3525 Lena Lane,39212
269,6.001879839,3,0,0,12,45,63,1,1,3,0,Crystal,Fuller,7/2/55,2356 Front Street,48219
270,11.57340547,3,0,1,12,20,38,0,1,3,0,Patrick,Duncan,12/19/80,895 Hall Valley Drive,24954
271,8.085398604,3,0,0,12,38,56,1,1,3,0,Eleanor,Pena,6/27/62,159 Owen Lane,49503
272,10.06363581,3,0,0,18,10,34,0,1,3,1,Troy,Best,1/2/85,3265 Euclid Avenue,93401
273,6.178741858,3,0,0,11,16,33,1,1,1,0,Margaret,Johnson,4/8/85,2095 Farm Meadow Drive,38574
274,7.871239891,3,0,0,12,32,50,1,1,1,1,Tania,Llewellyn,11/2/68,2275 Wyatt Street,33432
275,6.027794006,3,0,0,16,2,24,1,0,3,1,Jenny,Johnson,12/1/94,2365 Bloomfield Way,4330
276,5.839721574,3,0,0,13,28,47,1,0,3,1,Sheena,Wash,7/22/71,428 Geraldine Lane,10004
277,6.610164574,3,0,0,16,3,25,0,0,1,0,George,Hammett,2/2/93,2239 Leroy Lane,41501
278,7.145735241,3,0,1,13,8,27,1,0,3,0,Judy,Garden,4/2/91,165 Columbia Boulevard,21030
279,9.43847999,3,1,0,12,44,62,1,1,3,0,Yvette,Magill,9/25/56,3128 Matthews Street,60115
280,7.649639224,3,0,0,12,12,30,0,1,3,1,William,Zoller,1/26/88,4550 Bond Street,2905
281,7.711395512,3,0,0,12,8,26,0,1,1,1,Timothy,Brown,11/10/92,2636 Hurry Street,22471
282,4.154312946,3,0,0,12,4,22,1,1,3,0,Janet,Perry,4/7/96,2945 Davis Court,62821
283,8.601120831,3,0,0,12,28,46,1,1,3,1,Teresa,Ross,3/26/72,3137 Bel Meadow Drive,92401
284,4.840549218,3,0,0,13,0,19,1,0,3,1,Corinne,Bailey,7/7/99,4828 Horizon Circle,98423
285,4.720295219,3,0,0,14,1,21,0,0,3,1,James,Johnston,6/14/97,1192 Centennial Farm Road,51467
286,6.927637505,3,1,0,14,12,32,1,1,3,0,Carrie,Rivera,3/8/86,4095 Woodbridge Lane,48150
287,6.672648444,3,0,0,12,39,57,1,1,3,0,Teresa,Hall,11/3/61,1984 Polk Street,85712
288,7.765084585,3,0,0,12,24,42,1,1,3,0,Margret,Downs,8/22/76,4147 Andell Road,37201
289,8.955635066,3,0,0,17,32,55,1,1,1,0,Lena,Roman,7/5/63,2142 Capitol Avenue,47374
290,8.208145828,3,0,0,16,4,26,0,0,1,0,Lyle,Dedeaux,12/26/92,4067 Edsel Road,90017
291,5.500114436,3,0,0,12,25,43,1,0,1,0,Nancy,Muse,7/5/75,1861 Gladwell Street,75247
292,8.111478943,3,0,0,12,8,26,0,0,1,0,Edward,Gough,9/11/92,4010 Terry Lane,32905
293,6.342194529,3,0,0,13,16,35,1,1,3,0,Alberta,Brooks,3/18/83,1310 Masonic Drive,59050
294,5.973131761,3,0,0,12,5,23,0,0,3,1,Jamie,Sherrard,9/17/95,4071 Woodland Drive,51106
295,8.231954661,3,0,0,13,31,50,0,0,3,0,Thomas,Erickson,4/29/68,928 Harley Vincent Drive,44139
296,9.635356123,3,0,0,12,25,43,1,0,3,0,Doris,Smith,8/11/75,2092 Frum Street,37203
297,7.493469306,3,0,0,12,15,33,1,1,3,0,Angela,Berman,10/12/85,869 Willison Street,55429
298,7.478289105,3,0,0,14,15,35,1,1,3,1,Janice,McGee,5/19/83,2463 August Lane,71201
299,3.514699437,3,0,0,12,0,18,1,0,3,0,Carla,Davis,12/3/00,3926 Alexander Drive,76201
300,9.984426455,3,0,0,12,19,37,0,1,3,0,Landon,Coffman,12/24/81,1478 Wood Duck Drive,49916
301,4.89397475,3,0,0,12,21,39,1,0,1,0,Ethelene,Myers,8/29/79,2254 Tree Frog Lane,64070
302,7.392022822,3,0,0,12,6,24,1,0,3,0,Connie,Meyer,11/27/94,1211 University Drive,60606
303,9.392162578,3,0,1,12,14,32,1,1,3,0,Pearl,Vargas,3/28/86,2505 Freshour Circle,78258
304,7.594264446,3,0,0,13,30,49,1,1,3,0,Dianne,Todd,12/24/69,1456 Midway Road,72936
305,7.801993186,3,0,0,12,8,26,1,0,3,0,Robin,Thompson,3/25/92,4219 Big Elm,66214
306,7.239557973,3,0,1,9,33,48,0,0,3,0,William,Young,7/11/70,1341 Asylum Avenue,6103
307,9.572158452,3,0,0,13,16,35,0,0,2,0,Willard,Sanford,6/6/83,3090 Winifred Way,46041
308,7.317025092,3,0,0,12,20,38,1,0,3,1,Lisa,Bogard,11/30/80,891 Mulberry Lane,33301
309,4.585400549,3,0,0,13,6,25,1,1,3,1,Cassandra,McKnight,8/19/93,3944 Coal Street,16823
310,7.568513872,3,0,1,12,10,28,1,1,3,0,Katy,Theriault,12/4/90,4359 Jarvisville Road,11101
311,6.650839755,3,0,0,13,1,20,1,0,3,1,Paula,McKenzie,2/19/98,2326 Adams Avenue,20701
312,4.932042176,3,0,0,12,2,20,0,0,1,1,Charles,Morgan,11/4/98,4705 Broadway Avenue,37377
313,4.968215954,3,0,0,13,0,19,1,0,3,1,Mary,Martin,7/30/99,3321 Fittro Street,72211
314,10.38360782,3,0,0,16,17,39,0,1,1,0,John,Bostic,10/14/79,4772 Jones Avenue,27101
315,3.595450284,3,0,0,12,8,26,1,0,3,0,Thanh,Smith,5/28/92,1029 Skips Lane,85901
316,6.500989532,3,0,0,12,4,22,0,0,3,1,Harry,Sloane,4/29/96,644 Ferguson Street,1610
317,7.028122124,3,0,0,12,15,33,1,0,3,0,Marissa,Hoke,9/23/85,3948 Whiteman Street,8214
318,8.964689252,3,0,0,12,29,47,1,1,3,0,Patricia,Daly,5/6/71,1008 Walkers Ridge Way,91744
319,6.483938905,3,0,0,12,23,41,1,1,1,1,Rosa,Nies,1/11/77,2270 Peaceful Lane,44125
320,4.869306588,3,0,0,12,39,57,1,1,3,1,Robin,Mayo,7/2/61,4821 Rosewood Court,56101
321,5.799571289,3,0,0,12,14,32,1,1,3,1,Olive,Mendelsohn,10/18/86,737 Marion Street,5868
322,7.618556031,3,0,0,17,6,29,1,0,1,1,Martha,Cummings,4/12/89,693 Woodridge Lane,38017
323,8.938121704,3,0,1,14,12,32,0,1,3,1,Ty,Miller,10/10/86,1352 Hanifan Lane,30076
324,4.482978413,3,0,0,12,26,44,1,0,3,1,Paula,Lee,11/27/74,4586 Gateway Avenue,93301
325,7.850962293,3,0,0,14,32,52,1,1,3,0,Sarah,White,4/24/66,3288 Kuhl Avenue,30303
326,5.298791401,3,0,0,15,6,27,1,1,3,0,Robin,Turner,2/24/91,2331 Del Dew Drive,20024
327,8.407535858,3,0,0,12,40,58,1,1,3,0,Waltraud,Simon,3/17/60,2308 Charack Road,47201
328,5.094702626,3,1,0,12,18,36,1,1,3,0,Jessica,Jackson,5/9/82,239 Lilac Lane,31401
329,3.600483965,3,0,0,11,12,29,1,0,3,0,Edith,Moreno,9/21/89,4743 Cityview Drive,19457
330,5.341128297,3,2,0,12,36,54,1,1,3,1,Estelle,Downs,11/9/64,1186 Formula Lane,75234
331,6.313474733,3,0,0,12,19,37,1,1,3,0,Eva,Braxton,3/24/81,2983 Murphy Court,92370
332,6.959052458,3,1,0,16,42,64,1,0,3,0,Michelle,Thomason,6/1/54,2169 Alfred Drive,11234
333,3.179778065,3,0,0,13,2,21,1,1,2,0,Hiroko,Boggs,3/31/97,2324 Cambridge Drive,85027
334,9.116044902,3,0,0,12,33,51,1,1,3,0,Monika,Kennedy,2/7/67,806 Spring Haven Trail,7470
335,6.010802793,3,0,0,12,14,32,1,1,3,1,Kay,Langhorne,10/4/86,4616 Edwards Street,27804
336,6.883229255,3,0,0,12,22,40,0,0,3,0,Jackson,Christiansen,10/30/78,3939 Radio Park Drive,31903
337,7.671988996,3,0,0,12,20,38,1,1,3,0,Lupe,Parrish,3/30/80,2431 Cimmaron Road,92680
338,3.380820664,3,0,0,12,15,33,1,1,3,0,Reatha,Benton,5/21/85,735 Riverside Drive,30643
339,8.512740045,3,0,0,12,35,53,0,1,3,0,Daniel,Gonzalez,4/30/65,365 Cinnamon Lane,78217
340,5.650350565,3,0,0,12,7,25,1,1,3,0,Maria,Barton,3/27/93,4757 Seth Street,78672
341,5.659121582,3,1,0,12,45,63,1,0,3,0,Sandra,Park,11/10/55,1077 Whitman Court,6511
342,7.141864686,3,0,0,12,9,27,1,0,3,0,Marilyn,Earls,5/24/91,1204 Bombardier Way,43085
343,5.902966736,3,0,0,12,2,20,1,1,3,1,Grace,McGowan,7/12/98,4402 Wines Lane,77032
344,7.431542698,3,0,0,17,3,26,0,0,3,1,John,Fernandez,8/18/92,1947 Formula Lane,75207
345,10.4527739,3,0,1,14,19,39,1,1,1,0,Kimberly,Wright,12/22/79,1209 Yorkie Lane,31405
346,3.824830704,3,0,0,12,14,32,1,1,3,1,Rhonda,Rivera,11/24/86,3444 Weekley Street,78212
347,3.049262865,4,0,0,4,54,64,0,1,3,0,Clarence,Richards,6/24/54,4391 Jehovah Drive,22401
348,8.234000772,4,0,0,14,17,37,0,1,3,0,Albert,Murphy,5/20/81,4271 Logan Lane,80202
349,4.292904077,4,0,0,8,29,43,1,1,1,0,Patricia,Waldrep,11/18/75,4045 Havanna Street,27107
350,6.420064367,4,0,0,15,26,47,1,0,3,1,Karen,Weathers,11/17/71,4715 Anmoore Road,11103
351,2.430861512,4,0,0,2,16,24,0,0,2,0,Kurt,Robertson,5/31/94,1430 Rockford Mountain Lane,27577
352,3.442843402,4,0,0,8,29,43,1,0,1,0,Regina,Ries,5/2/75,64 Augusta Park,25504
353,5.001072202,4,0,0,11,20,37,1,1,3,0,Lavern,Baker,5/3/81,376 Holt Street,33401
354,4.486950341,4,0,0,10,38,54,1,1,1,1,Sandy,Savage,11/17/64,2004 Red Dog Road,28202
355,3.079484054,4,0,0,8,37,51,1,1,1,1,Michelle,Brace,2/20/67,581 Wescam Court,89511
356,7.620837872,4,0,0,9,48,63,0,0,3,0,Hector,McDonald,5/23/55,4278 Pike Street,92103
357,4.461712385,4,0,0,12,16,34,1,0,3,0,Eileen,Eggert,6/12/84,34 Carter Street,62434
358,5.487944157,4,0,0,8,38,52,1,1,3,0,Wilma,Urban,8/30/66,543 Philli Lane,74119
359,5.334112303,4,0,0,14,0,20,0,0,1,0,Theodore,Daniel,7/1/98,4558 Terra Cotta Street,55804
360,8.226624781,4,0,1,12,14,32,0,0,1,0,Donald,Reed,3/10/86,2302 Roguski Road,71457
361,3.260075729,4,0,0,12,2,20,1,1,3,0,Velma,Herring,1/4/99,3927 Mulberry Avenue,72211
362,9.415623103,4,0,0,16,21,43,0,1,3,0,Warren,Holmes,2/26/75,4470 Asylum Avenue,6995
363,7.075556679,4,0,0,13,15,34,1,1,3,0,Deirdre,Moore,8/28/84,3096 Private Lane,31701
364,4.858193187,4,0,0,16,20,42,1,0,3,0,Kay,Haas,6/15/76,4121 Oak Lane,65233
365,5.717911201,4,0,0,14,12,32,1,1,3,0,Jessica,Ward,10/13/86,3890 Farland Street,1581
366,6.249084804,4,0,0,12,7,25,0,0,2,1,Michael,Boyd,1/16/93,4235 Cunningham Court,48075
367,5.929849702,4,0,0,11,4,21,0,1,3,0,Melvin,Knowles,1/28/97,2844 Calvin Street,21202
368,5.761628017,4,0,0,13,9,28,0,1,3,1,Jason,Adam,8/23/90,83 Franklee Lane,19108
369,4.840319427,4,0,0,12,43,61,1,1,2,1,Lois,Velez,4/21/57,262 Ocala Street,32751
370,4.799376363,4,0,0,10,19,35,0,0,3,1,Nathan,Rider,3/20/83,3330 Lauren Drive,53703
371,2.77457896,4,0,0,8,49,63,1,0,3,0,Ella,Shields,11/17/55,947 Broaddus Avenue,40160
372,5.23700243,4,0,0,12,38,56,1,1,3,0,Evelina,Crawford,8/9/62,3995 Bluff Street,21740
373,4.251890009,4,0,0,12,13,31,1,1,3,0,Helen,Sauers,9/13/87,4857 Brown Street,94520
374,5.549880933,4,0,0,12,14,32,1,1,3,0,Marietta,Miller,1/7/87,3089 Richards Avenue,95202
375,5.985197957,4,0,0,12,20,38,0,0,3,0,Richard,Jaramillo,12/22/80,3150 Winifred Way,46016
376,7.467307041,4,0,0,12,7,25,1,0,3,0,Peggy,Butler,10/27/93,2946 Jehovah Drive,22448
377,6.168631202,4,1,1,12,9,27,1,1,3,0,Bonnie,Smith,4/10/91,4139 Oak Lane,64601
378,1.800567376,4,0,0,12,6,24,1,0,3,0,Corazon,Patten,8/26/94,3678 May Street,42633
379,5.92642657,4,0,0,12,5,23,1,1,3,1,Melissa,Lahti,1/10/95,3526 Drummond Street,7416
380,3.478654342,4,0,0,13,1,20,1,0,1,1,Cynthia,McNeal,12/10/98,4586 Weekley Street,78237
381,10.00917079,4,0,1,14,22,42,0,1,3,0,John,Hickson,6/5/76,2882 Pursglove Court,45406
382,6.898506663,4,0,0,12,24,42,1,1,3,0,Shawna,Green,9/4/76,2145 Carriage Lane,43609
383,4.869125031,4,0,1,12,15,33,1,0,3,0,Paulette,Roberson,2/15/85,4053 Melville Street,38374
384,6.159704991,4,0,0,11,8,25,1,1,3,1,Ashley,Villareal,3/17/93,3522 Weekley Street,78205
385,9.556384041,4,0,0,11,17,34,1,1,3,1,Kelli,Perrone,12/4/84,3114 Poe Lane,64110
386,3.229555834,4,0,0,12,2,20,0,0,1,1,Anthony,Barnes,6/13/98,3610 Hornor Avenue,74020
387,7.627109439,4,0,0,12,20,38,0,1,3,1,Lewis,Fry,4/11/80,2481 Five Points,21201
388,7.774827375,4,0,1,12,26,44,0,1,3,0,Scott,Martinez,12/15/74,302 Sheila Lane,84728
389,6.255733363,4,0,0,10,37,53,1,1,1,1,Maxine,Giroux,1/12/65,1158 Turkey Pen Road,10038
390,4.070126185,4,0,0,12,41,59,1,0,3,0,Deborah,Morin,10/17/59,3576 Massachusetts Avenue,20024
391,7.403393378,4,0,0,12,27,45,1,1,3,0,Erin,Sims,8/22/73,527 Bird Spring Lane,77060
392,5.29828947,4,0,1,12,5,23,1,1,3,0,Rose,Barefoot,10/1/95,2489 Chapel Street,77056
393,9.53679794,4,0,0,14,16,36,0,1,1,0,Earl,Pettyjohn,2/18/82,1194 Rosewood Court,55415
394,3.957938597,4,0,0,14,19,39,1,1,3,0,Misty,Kelly,8/30/79,2738 Saint James Drive,17013
395,5.666484591,4,0,0,12,10,28,0,1,3,0,Jose,Wiley,5/13/90,3811 Charack Road,47802
396,6.359534552,4,0,1,13,1,20,0,0,3,1,Jeffery,Robinson,10/30/98,4108 Maple Street,90017
397,8.242139713,4,0,1,12,43,61,1,1,1,0,Louise,Swartz,7/22/57,3143 Asylum Avenue,6902
398,6.13860989,4,0,0,13,3,22,0,0,1,0,Matthew,Collins,4/18/96,2568 Eagle Street,62901
399,4.421512283,4,0,0,12,0,18,1,0,3,0,Estelle,Robinette,10/11/00,1549 Leo Street,80015
400,7.47881874,4,0,0,12,26,44,1,1,3,1,Tiffany,Contreras,8/9/74,4613 Queens Lane,23004
401,10.04418827,4,0,1,10,25,41,1,1,3,0,Lena,Puckett,4/7/77,700 Hershell Hollow Road,37601
402,6.109331596,4,0,0,12,15,33,1,1,3,0,Judith,Aguero,10/16/85,3492 Davis Avenue,95540
403,7.100454648,4,0,0,14,10,30,1,0,3,1,Ana,Baldwin,11/25/88,555 Charla Lane,75000
404,8.483343113,4,0,1,11,45,62,1,0,3,0,Mary,Bloom,9/3/56,4838 Riverside Drive,30901
405,5.833423119,4,0,0,11,3,20,0,0,1,0,Craig,Flanagan,8/26/98,182 Oakway Lane,90040
406,6.86817346,4,0,1,8,47,61,0,1,2,0,Philip,Levi,2/4/57,4050 Hart Ridge Road,48607
407,5.338112313,4,0,0,16,6,28,1,1,1,0,Sheryl,Myers,6/3/90,4205 Tree Frog Lane,64106
408,6.475081013,4,0,0,10,33,49,1,0,3,1,Phyllis,Wiseman,2/25/69,949 Roosevelt Street,94112
409,6.383704237,4,1,0,16,3,25,0,0,3,0,Larry,Schmidt,3/27/93,2982 Star Route,60106
410,4.988032878,4,0,1,14,4,24,0,0,2,0,Rodney,Goodman,12/9/94,1037 Wolf Pen Road,94143
411,9.756531396,4,0,1,14,34,54,0,1,1,0,Patrick,Rollins,8/21/64,702 Berkshire Circle,37917
412,8.835481948,4,0,0,11,39,56,0,1,3,1,William,Cooper,1/13/62,2332 Woodstock Drive,91731
413,7.116008905,4,0,0,12,17,35,1,1,3,1,Cathleen,Crane,11/8/83,4581 Del Dew Drive,20031
414,8.610341732,4,0,1,9,47,62,0,1,3,0,Rene,Jenkins,1/8/57,2910 Woodland Avenue,70458
415,5.003429574,4,0,0,11,2,19,0,0,3,0,Joseph,Thames,8/17/99,4391 Ryder Avenue,98011
416,5.248703892,4,0,0,13,0,19,0,0,3,1,Tyrone,Murphy,7/26/99,147 Southside Lane,90022
417,6.184437115,4,0,0,14,24,44,1,0,3,0,Belle,Waddell,1/26/74,441 Stutler Lane,16803
418,9.909474038,4,0,1,12,25,43,0,1,1,0,Kenneth,Matthews,6/20/75,272 Pursglove Court,45406
419,5.080910678,4,0,0,14,6,26,1,0,3,0,Margaret,Beason,7/28/92,427 Metz Lane,8102
420,3.67884855,4,0,0,12,10,28,1,0,3,0,Cindy,Shick,3/6/90,422 Marietta Street,94928
421,4.831666125,4,0,0,12,33,51,1,1,1,0,Pat,Johnson,7/19/67,4398 Coburn Hollow Road,61375
422,5.956800531,4,0,0,12,12,30,0,0,3,0,Harry,Landrum,10/29/88,820 Pearcy Avenue,46804
423,6.483292306,4,0,0,12,9,27,1,1,3,1,Anna,Barr,7/22/91,2047 Stone Lane,19103
424,8.585529675,4,0,1,11,18,35,0,1,3,1,John,Hendrix,7/19/83,1099 Post Avenue,60126
425,4.673309132,4,0,0,12,10,28,0,1,3,0,James,Heller,1/24/90,2781 Pointe Lane,33064
426,3.015509252,4,0,0,8,45,59,1,0,3,1,Sara,Stubbs,8/15/59,961 Rockford Mountain Lane,54302
427,5.595541763,4,0,1,9,46,61,1,1,3,0,Trudy,Moore,8/24/57,2626 Redbud Drive,11227
428,4.29395476,4,0,0,7,14,27,0,1,2,1,Jose,Smith,10/25/91,321 Ferguson Street,2127
429,7.792802908,4,0,0,11,36,53,1,0,3,0,Leona,Lukes,12/29/65,1502 Libby Street,90501
430,15.06552815,5,2,1,13,34,53,0,1,3,0,Nicholas,Big,12/11/65,2648 Duck Creek Road,94306
431,13.89011759,5,0,0,18,15,39,0,1,3,0,Wallace,Braden,10/25/79,1760 Mayo Street,40507
432,13.39512921,5,1,0,17,31,54,0,1,3,0,Anthony,Khan,3/7/64,3981 Hilltop Drive,79101
433,7.618509999,5,1,0,16,6,28,1,0,3,0,Samantha,Charette,11/21/90,1935 Flanigan Oaks Drive,20904
434,9.022480628,5,0,0,14,15,35,0,1,3,1,Felipe,Huber,11/28/83,4157 Lilac Lane,31405
435,13.92324171,5,0,0,12,30,48,0,1,3,0,Samuel,Stone,11/30/70,1444 Godfrey Street,97048
436,9.508301193,5,0,0,18,8,32,0,1,3,0,David,McGreevy,8/22/86,4365 Weekley Street,78212
437,12.17683247,5,1,0,18,5,29,0,1,3,0,Edward,Kelly,12/29/89,3351 Hickory Heights Drive,21090
438,9.665328528,5,0,1,17,3,26,1,0,3,0,Leona,Roberts,9/26/92,2303 Lakewood Drive,8872
439,8.929708738,5,0,0,13,17,36,0,1,3,1,Pedro,Johnston,4/30/82,339 Kerry Way,90241
440,14.22948198,5,1,1,16,5,27,0,1,1,0,Brandon,Clark,12/27/91,2985 Main Street,98109
441,9.064697254,5,0,0,14,10,30,1,1,3,0,Ella,Richie,11/4/88,237 Arbutus Drive,33012
442,10.51588267,5,0,0,15,33,54,1,0,3,0,Angela,Gonzales,2/5/64,3433 Willow Greene Drive,36117
443,9.356184644,5,0,0,18,3,27,0,1,3,0,Joshua,Cummings,11/15/91,1857 Fleming Street,36830
444,6.578565627,5,0,0,16,0,18,1,0,3,0,Cheryl,Fay,1/18/00,1112 Grand Avenue,32751
445,13.91251938,5,0,0,16,13,35,0,1,1,1,Dewey,Lester,12/27/83,4531 White Pine Lane,22960
446,14.27143482,5,0,0,18,12,36,0,1,3,0,Scott,Bates,11/30/82,4103 Cerullo Road,40242
447,9.37672328,5,0,0,16,6,28,1,1,3,0,Jana,Higgs,6/9/90,2618 Victoria Street,70806
448,10.81155026,5,0,0,17,7,30,0,1,3,0,Douglas,Schaff,4/26/88,707 Werninger Street,77032
449,14.59331483,5,0,1,16,14,36,0,1,3,1,William,Kessler,7/25/82,44 Ferry Street,35203
450,8.751628324,5,0,0,17,5,28,1,0,3,0,Toni,Kenny,6/27/90,3978 Melm Street,32789
451,6.701477095,5,0,0,15,10,31,1,1,3,1,Maryanne,Herrera,11/22/87,2499 Brannon Avenue,32202
452,11.87364837,5,0,0,18,11,35,1,1,3,0,Stephanie,Halcomb,1/21/83,1615 Mudlick Road,99301
453,11.10044622,5,0,0,17,24,47,1,1,3,0,Emily,Avery,3/27/71,3225 Blue Spruce Lane,21667
454,12.58445194,5,1,0,16,9,31,0,0,3,0,Timothy,Fifer,5/6/87,2558 Cambridge Place,21202
455,13.66408626,5,0,0,18,12,36,0,1,3,1,Don,Meeks,1/30/82,2636 Providence Lane,92614
456,14.5905669,5,0,0,18,19,43,0,1,3,0,Thomas,Gordillo,8/22/75,2291 Arron Smith Drive,96814
457,12.1657674,5,0,0,14,14,34,1,1,3,0,Marianne,Johnson,8/29/84,1311 Upton Avenue,4092
458,12.56275811,5,1,0,16,17,39,1,0,3,0,Hester,Jenkins,1/27/79,3742 Hood Avenue,92111
459,11.64593823,5,0,0,18,7,31,0,0,3,1,Marcel,Spence,6/4/87,1667 Big Elm,64106
460,10.55834441,5,0,0,18,7,31,0,1,3,0,Christopher,Walker,5/31/87,2785 Harley Vincent Drive,44128
461,11.65140147,5,0,0,16,22,44,1,1,3,0,Brooke,McVey,6/16/74,4968 Clifford Street,94578
462,10.80915086,5,0,0,12,28,46,1,1,3,0,Nancy,Thole,11/6/72,3067 Grove Street,11735
463,7.081578365,5,0,0,16,16,38,1,0,3,0,Samantha,Smith,8/27/80,3303 Wolf Pen Road,94063
464,10.84715978,5,0,0,16,16,38,0,0,1,1,Daniel,Murphy,3/31/80,3467 Douglas Dairy Road,24230
465,8.522645246,5,0,0,16,7,29,1,1,3,0,Michelle,Small,7/6/89,2755 Sardis Sta,75074
466,6.017348392,5,0,0,12,11,29,1,0,3,0,Lorena,Reiter,7/19/89,52 Meadow View Drive,6109
467,8.384952017,5,0,0,12,11,29,1,1,3,0,Gloria,Lineberger,4/17/89,2699 Polk Street,85705
468,8.963887218,5,0,0,12,16,34,1,0,3,0,Elvira,Greenwood,10/10/84,2911 Hedge Street,7304
469,20.48087781,5,0,1,18,33,57,0,0,3,0,David,Williams,2/13/61,2348 Geraldine Lane,10022
470,7.405982703,5,0,0,12,21,39,1,1,3,1,Rose,Frazier,1/2/80,3405 Hillview Street,29210
471,8.438208256,5,1,0,16,4,26,0,1,3,0,Charles,Howell,7/3/92,395 Clover Drive,80903
472,11.88256396,5,0,0,15,13,34,0,1,3,0,Edward,Hale,6/24/84,3321 Rainbow Drive,44691
473,17.14419218,5,0,1,18,14,38,0,1,3,0,Kristopher,Bowyer,7/8/80,2690 Brookview Drive,95113
474,9.035676998,5,0,0,16,10,32,1,1,3,0,Emiko,Fox,9/5/86,4322 Aspen Court,2115
475,12.99546537,5,0,0,18,14,38,0,1,3,1,Daryl,Martin,5/17/80,2118 Hartland Avenue,54301
476,15.75949159,5,0,0,16,29,51,0,1,3,1,Dennis,Segovia,8/26/67,3788 Fulton Street,26062
477,8.585184604,5,0,0,12,4,22,0,0,2,0,Michael,Sanders,10/7/96,2491 Kimberly Way,49503
478,17.55941886,5,0,0,18,27,51,0,1,1,0,John,Graf,6/19/67,2393 Duck Creek Road,94612
479,7.625773001,5,0,0,12,3,21,0,1,3,0,Ralph,Disney,10/22/97,1027 Beech Street,94104
480,13.95564615,5,0,1,16,14,36,0,1,3,1,John,Mitchell,4/23/82,3443 Ash Avenue,63101
481,5.969718058,5,2,0,14,0,20,0,1,3,0,Corey,Clayton,2/11/98,3552 Frum Street,37217
482,17.89068059,5,0,0,18,33,57,0,1,3,0,Angel,Stokes,12/28/61,2772 Marigold Lane,33176
483,11.97064157,5,0,0,16,38,60,0,1,3,1,Norman,Huff,1/3/59,4305 Atha Drive,93301
484,13.33795096,5,0,1,18,18,42,1,1,3,0,Faith,Brown,12/1/76,2983 Hart Ridge Road,48624
485,11.54311222,5,1,0,17,3,26,0,0,3,0,Matthew,Vine,2/24/92,651 Steele Street,61257
486,14.41184387,5,0,0,18,40,64,1,0,3,0,Nicole,Montana,10/8/54,4899 Edgewood Avenue,93710
