"ID","OCCUPATION","SECTOR","UNION","EDUCATION","EXPERIENCE","AGE","SEX","MARR","RACE","SOUTH","FNAME","LNAME","ADDRESS","ZIPCODE"
"295",3,0,0,13,31,50,0,0,3,0,"Thomas","Erickson","928 Harley Vincent Drive",44139
"296",3,0,0,12,25,43,1,0,3,0,"Doris","Smith","2092 Frum Street",37203
"297",3,0,0,12,15,33,1,1,3,0,"Angela","Berman","869 Willison Street",55429
"298",3,0,0,14,15,35,1,1,3,1,"Janice","McGee","2463 August Lane",71201
"299",3,0,0,12,0,18,1,0,3,0,"Carla","Davis","3926 Alexander Drive",76201
"300",3,0,0,12,19,37,0,1,3,0,"Landon","Coffman","1478 Wood Duck Drive",49916
"301",3,0,0,12,21,39,1,0,1,0,"Ethelene","Myers","2254 Tree Frog Lane",64070
"302",3,0,0,12,6,24,1,0,3,0,"Connie","Meyer","1211 University Drive",60606
"303",3,0,1,12,14,32,1,1,3,0,"Pearl","Vargas","2505 Freshour Circle",78258
"304",3,0,0,13,30,49,1,1,3,0,"Dianne","Todd","1456 Midway Road",72936
"305",3,0,0,12,8,26,1,0,3,0,"Robin","Thompson","4219 Big Elm",66214
"306",3,0,1,9,33,48,0,0,3,0,"William","Young","1341 Asylum Avenue",6103
"307",3,0,0,13,16,35,0,0,2,0,"Willard","Sanford","3090 Winifred Way",46041
"308",3,0,0,12,20,38,1,0,3,1,"Lisa","Bogard","891 Mulberry Lane",33301
"309",3,0,0,13,6,25,1,1,3,1,"Cassandra","McKnight","3944 Coal Street",16823
"310",3,0,1,12,10,28,1,1,3,0,"Katy","Theriault","4359 Jarvisville Road",11101
"311",3,0,0,13,1,20,1,0,3,1,"Paula","McKenzie","2326 Adams Avenue",20701
"312",3,0,0,12,2,20,0,0,1,1,"Charles","Morgan","4705 Broadway Avenue",37377
"313",3,0,0,13,0,19,1,0,3,1,"Mary","Martin","3321 Fittro Street",72211
"314",3,0,0,16,17,39,0,1,1,0,"John","Bostic","4772 Jones Avenue",27101
"315",3,0,0,12,8,26,1,0,3,0,"Thanh","Smith","1029 Skips Lane",85901
"316",3,0,0,12,4,22,0,0,3,1,"Harry","Sloane","644 Ferguson Street",1610
"317",3,0,0,12,15,33,1,0,3,0,"Marissa","Hoke","3948 Whiteman Street",8214
"318",3,0,0,12,29,47,1,1,3,0,"Patricia","Daly","1008 Walkers Ridge Way",91744
"319",3,0,0,12,23,41,1,1,1,1,"Rosa","Nies","2270 Peaceful Lane",44125
"320",3,0,0,12,39,57,1,1,3,1,"Robin","Mayo","4821 Rosewood Court",56101
"321",3,0,0,12,14,32,1,1,3,1,"Olive","Mendelsohn","737 Marion Street",5868
"322",3,0,0,17,6,29,1,0,1,1,"Martha","Cummings","693 Woodridge Lane",38017
"323",3,0,1,14,12,32,0,1,3,1,"Ty","Miller","1352 Hanifan Lane",30076
"324",3,0,0,12,26,44,1,0,3,1,"Paula","Lee","4586 Gateway Avenue",93301
"325",3,0,0,14,32,52,1,1,3,0,"Sarah","White","3288 Kuhl Avenue",30303
"326",3,0,0,15,6,27,1,1,3,0,"Robin","Turner","2331 Del Dew Drive",20024
"327",3,0,0,12,40,58,1,1,3,0,"Waltraud","Simon","2308 Charack Road",47201
"328",3,1,0,12,18,36,1,1,3,0,"Jessica","Jackson","239 Lilac Lane",31401
"329",3,0,0,11,12,29,1,0,3,0,"Edith","Moreno","4743 Cityview Drive",19457
"330",3,2,0,12,36,54,1,1,3,1,"Estelle","Downs","1186 Formula Lane",75234
"331",3,0,0,12,19,37,1,1,3,0,"Eva","Braxton","2983 Murphy Court",92370
"332",3,1,0,16,42,64,1,0,3,0,"Michelle","Thomason","2169 Alfred Drive",11234
"333",3,0,0,13,2,21,1,1,2,0,"Hiroko","Boggs","2324 Cambridge Drive",85027
"334",3,0,0,12,33,51,1,1,3,0,"Monika","Kennedy","806 Spring Haven Trail",7470
"335",3,0,0,12,14,32,1,1,3,1,"Kay","Langhorne","4616 Edwards Street",27804
"336",3,0,0,12,22,40,0,0,3,0,"Jackson","Christiansen","3939 Radio Park Drive",31903
"337",3,0,0,12,20,38,1,1,3,0,"Lupe","Parrish","2431 Cimmaron Road",92680
"338",3,0,0,12,15,33,1,1,3,0,"Reatha","Benton","735 Riverside Drive",30643
"339",3,0,0,12,35,53,0,1,3,0,"Daniel","Gonzalez","365 Cinnamon Lane",78217
"340",3,0,0,12,7,25,1,1,3,0,"Maria","Barton","4757 Seth Street",78672
"341",3,1,0,12,45,63,1,0,3,0,"Sandra","Park","1077 Whitman Court",6511
"342",3,0,0,12,9,27,1,0,3,0,"Marilyn","Earls","1204 Bombardier Way",43085
"343",3,0,0,12,2,20,1,1,3,1,"Grace","McGowan","4402 Wines Lane",77032
"344",3,0,0,17,3,26,0,0,3,1,"John","Fernandez","1947 Formula Lane",75207
"345",3,0,1,14,19,39,1,1,1,0,"Kimberly","Wright","1209 Yorkie Lane",31405
"346",3,0,0,12,14,32,1,1,3,1,"Rhonda","Rivera","3444 Weekley Street",78212
"347",4,0,0,4,54,64,0,1,3,0,"Clarence","Richards","4391 Jehovah Drive",22401
"348",4,0,0,14,17,37,0,1,3,0,"Albert","Murphy","4271 Logan Lane",80202
"349",4,0,0,8,29,43,1,1,1,0,"Patricia","Waldrep","4045 Havanna Street",27107
"350",4,0,0,15,26,47,1,0,3,1,"Karen","Weathers","4715 Anmoore Road",11103
"351",4,0,0,2,16,24,0,0,2,0,"Kurt","Robertson","1430 Rockford Mountain Lane",27577
"352",4,0,0,8,29,43,1,0,1,0,"Regina","Ries","64 Augusta Park",25504
"353",4,0,0,11,20,37,1,1,3,0,"Lavern","Baker","376 Holt Street",33401
"354",4,0,0,10,38,54,1,1,1,1,"Sandy","Savage","2004 Red Dog Road",28202
"355",4,0,0,8,37,51,1,1,1,1,"Michelle","Brace","581 Wescam Court",89511
"356",4,0,0,9,48,63,0,0,3,0,"Hector","McDonald","4278 Pike Street",92103
"357",4,0,0,12,16,34,1,0,3,0,"Eileen","Eggert","34 Carter Street",62434
"358",4,0,0,8,38,52,1,1,3,0,"Wilma","Urban","543 Philli Lane",74119
"359",4,0,0,14,0,20,0,0,1,0,"Theodore","Daniel","4558 Terra Cotta Street",55804
"360",4,0,1,12,14,32,0,0,1,0,"Donald","Reed","2302 Roguski Road",71457
"361",4,0,0,12,2,20,1,1,3,0,"Velma","Herring","3927 Mulberry Avenue",72211
"362",4,0,0,16,21,43,0,1,3,0,"Warren","Holmes","4470 Asylum Avenue",6995
"363",4,0,0,13,15,34,1,1,3,0,"Deirdre","Moore","3096 Private Lane",31701
"364",4,0,0,16,20,42,1,0,3,0,"Kay","Haas","4121 Oak Lane",65233
"365",4,0,0,14,12,32,1,1,3,0,"Jessica","Ward","3890 Farland Street",1581
"366",4,0,0,12,7,25,0,0,2,1,"Michael","Boyd","4235 Cunningham Court",48075
"367",4,0,0,11,4,21,0,1,3,0,"Melvin","Knowles","2844 Calvin Street",21202
"368",4,0,0,13,9,28,0,1,3,1,"Jason","Adam","83 Franklee Lane",19108
"369",4,0,0,12,43,61,1,1,2,1,"Lois","Velez","262 Ocala Street",32751
"370",4,0,0,10,19,35,0,0,3,1,"Nathan","Rider","3330 Lauren Drive",53703
"371",4,0,0,8,49,63,1,0,3,0,"Ella","Shields","947 Broaddus Avenue",40160
"372",4,0,0,12,38,56,1,1,3,0,"Evelina","Crawford","3995 Bluff Street",21740
"373",4,0,0,12,13,31,1,1,3,0,"Helen","Sauers","4857 Brown Street",94520
"374",4,0,0,12,14,32,1,1,3,0,"Marietta","Miller","3089 Richards Avenue",95202
"375",4,0,0,12,20,38,0,0,3,0,"Richard","Jaramillo","3150 Winifred Way",46016
"376",4,0,0,12,7,25,1,0,3,0,"Peggy","Butler","2946 Jehovah Drive",22448
"377",4,1,1,12,9,27,1,1,3,0,"Bonnie","Smith","4139 Oak Lane",64601
"378",4,0,0,12,6,24,1,0,3,0,"Corazon","Patten","3678 May Street",42633
"379",4,0,0,12,5,23,1,1,3,1,"Melissa","Lahti","3526 Drummond Street",7416
"380",4,0,0,13,1,20,1,0,1,1,"Cynthia","McNeal","4586 Weekley Street",78237
"381",4,0,1,14,22,42,0,1,3,0,"John","Hickson","2882 Pursglove Court",45406
"382",4,0,0,12,24,42,1,1,3,0,"Shawna","Green","2145 Carriage Lane",43609
"383",4,0,1,12,15,33,1,0,3,0,"Paulette","Roberson","4053 Melville Street",38374
"384",4,0,0,11,8,25,1,1,3,1,"Ashley","Villareal","3522 Weekley Street",78205
"385",4,0,0,11,17,34,1,1,3,1,"Kelli","Perrone","3114 Poe Lane",64110
"386",4,0,0,12,2,20,0,0,1,1,"Anthony","Barnes","3610 Hornor Avenue",74020
"387",4,0,0,12,20,38,0,1,3,1,"Lewis","Fry","2481 Five Points",21201
"388",4,0,1,12,26,44,0,1,3,0,"Scott","Martinez","302 Sheila Lane",84728
"389",4,0,0,10,37,53,1,1,1,1,"Maxine","Giroux","1158 Turkey Pen Road",10038
"390",4,0,0,12,41,59,1,0,3,0,"Deborah","Morin","3576 Massachusetts Avenue",20024
"391",4,0,0,12,27,45,1,1,3,0,"Erin","Sims","527 Bird Spring Lane",77060
"392",4,0,1,12,5,23,1,1,3,0,"Rose","Barefoot","2489 Chapel Street",77056
"393",4,0,0,14,16,36,0,1,1,0,"Earl","Pettyjohn","1194 Rosewood Court",55415
"394",4,0,0,14,19,39,1,1,3,0,"Misty","Kelly","2738 Saint James Drive",17013
"395",4,0,0,12,10,28,0,1,3,0,"Jose","Wiley","3811 Charack Road",47802
"396",4,0,1,13,1,20,0,0,3,1,"Jeffery","Robinson","4108 Maple Street",90017
"397",4,0,1,12,43,61,1,1,1,0,"Louise","Swartz","3143 Asylum Avenue",6902
"398",4,0,0,13,3,22,0,0,1,0,"Matthew","Collins","2568 Eagle Street",62901
"399",4,0,0,12,0,18,1,0,3,0,"Estelle","Robinette","1549 Leo Street",80015
"400",4,0,0,12,26,44,1,1,3,1,"Tiffany","Contreras","4613 Queens Lane",23004
"401",4,0,1,10,25,41,1,1,3,0,"Lena","Puckett","700 Hershell Hollow Road",37601
"402",4,0,0,12,15,33,1,1,3,0,"Judith","Aguero","3492 Davis Avenue",95540
"403",4,0,0,14,10,30,1,0,3,1,"Ana","Baldwin","555 Charla Lane",75000
"404",4,0,1,11,45,62,1,0,3,0,"Mary","Bloom","4838 Riverside Drive",30901
"405",4,0,0,11,3,20,0,0,1,0,"Craig","Flanagan","182 Oakway Lane",90040
"406",4,0,1,8,47,61,0,1,2,0,"Philip","Levi","4050 Hart Ridge Road",48607
"407",4,0,0,16,6,28,1,1,1,0,"Sheryl","Myers","4205 Tree Frog Lane",64106
"408",4,0,0,10,33,49,1,0,3,1,"Phyllis","Wiseman","949 Roosevelt Street",94112
"409",4,1,0,16,3,25,0,0,3,0,"Larry","Schmidt","2982 Star Route",60106
"410",4,0,1,14,4,24,0,0,2,0,"Rodney","Goodman","1037 Wolf Pen Road",94143
"411",4,0,1,14,34,54,0,1,1,0,"Patrick","Rollins","702 Berkshire Circle",37917
"412",4,0,0,11,39,56,0,1,3,1,"William","Cooper","2332 Woodstock Drive",91731
"413",4,0,0,12,17,35,1,1,3,1,"Cathleen","Crane","4581 Del Dew Drive",20031
"414",4,0,1,9,47,62,0,1,3,0,"Rene","Jenkins","2910 Woodland Avenue",70458
"415",4,0,0,11,2,19,0,0,3,0,"Joseph","Thames","4391 Ryder Avenue",98011
"416",4,0,0,13,0,19,0,0,3,1,"Tyrone","Murphy","147 Southside Lane",90022
"417",4,0,0,14,24,44,1,0,3,0,"Belle","Waddell","441 Stutler Lane",16803
"418",4,0,1,12,25,43,0,1,1,0,"Kenneth","Matthews","272 Pursglove Court",45406
"419",4,0,0,14,6,26,1,0,3,0,"Margaret","Beason","427 Metz Lane",8102
"420",4,0,0,12,10,28,1,0,3,0,"Cindy","Shick","422 Marietta Street",94928
"421",4,0,0,12,33,51,1,1,1,0,"Pat","Johnson","4398 Coburn Hollow Road",61375
"422",4,0,0,12,12,30,0,0,3,0,"Harry","Landrum","820 Pearcy Avenue",46804
"423",4,0,0,12,9,27,1,1,3,1,"Anna","Barr","2047 Stone Lane",19103
"424",4,0,1,11,18,35,0,1,3,1,"John","Hendrix","1099 Post Avenue",60126
"425",4,0,0,12,10,28,0,1,3,0,"James","Heller","2781 Pointe Lane",33064
"426",4,0,0,8,45,59,1,0,3,1,"Sara","Stubbs","961 Rockford Mountain Lane",54302
"427",4,0,1,9,46,61,1,1,3,0,"Trudy","Moore","2626 Redbud Drive",11227
"428",4,0,0,7,14,27,0,1,2,1,"Jose","Smith","321 Ferguson Street",2127
"429",4,0,0,11,36,53,1,0,3,0,"Leona","Lukes","1502 Libby Street",90501
"430",5,2,1,13,34,53,0,1,3,0,"Nicholas","Big","2648 Duck Creek Road",94306
"431",5,0,0,18,15,39,0,1,3,0,"Wallace","Braden","1760 Mayo Street",40507
"432",5,1,0,17,31,54,0,1,3,0,"Anthony","Khan","3981 Hilltop Drive",79101
"433",5,1,0,16,6,28,1,0,3,0,"Samantha","Charette","1935 Flanigan Oaks Drive",20904
"434",5,0,0,14,15,35,0,1,3,1,"Felipe","Huber","4157 Lilac Lane",31405
"435",5,0,0,12,30,48,0,1,3,0,"Samuel","Stone","1444 Godfrey Street",97048
"436",5,0,0,18,8,32,0,1,3,0,"David","McGreevy","4365 Weekley Street",78212
"437",5,1,0,18,5,29,0,1,3,0,"Edward","Kelly","3351 Hickory Heights Drive",21090
"438",5,0,1,17,3,26,1,0,3,0,"Leona","Roberts","2303 Lakewood Drive",8872
"439",5,0,0,13,17,36,0,1,3,1,"Pedro","Johnston","339 Kerry Way",90241
"440",5,1,1,16,5,27,0,1,1,0,"Brandon","Clark","2985 Main Street",98109
"441",5,0,0,14,10,30,1,1,3,0,"Ella","Richie","237 Arbutus Drive",33012
"442",5,0,0,15,33,54,1,0,3,0,"Angela","Gonzales","3433 Willow Greene Drive",36117
"443",5,0,0,18,3,27,0,1,3,0,"Joshua","Cummings","1857 Fleming Street",36830
"444",5,0,0,16,0,18,1,0,3,0,"Cheryl","Fay","1112 Grand Avenue",32751
"445",5,0,0,16,13,35,0,1,1,1,"Dewey","Lester","4531 White Pine Lane",22960
"446",5,0,0,18,12,36,0,1,3,0,"Scott","Bates","4103 Cerullo Road",40242
"447",5,0,0,16,6,28,1,1,3,0,"Jana","Higgs","2618 Victoria Street",70806
"448",5,0,0,17,7,30,0,1,3,0,"Douglas","Schaff","707 Werninger Street",77032
"449",5,0,1,16,14,36,0,1,3,1,"William","Kessler","44 Ferry Street",35203
"450",5,0,0,17,5,28,1,0,3,0,"Toni","Kenny","3978 Melm Street",32789
"451",5,0,0,15,10,31,1,1,3,1,"Maryanne","Herrera","2499 Brannon Avenue",32202
"452",5,0,0,18,11,35,1,1,3,0,"Stephanie","Halcomb","1615 Mudlick Road",99301
"453",5,0,0,17,24,47,1,1,3,0,"Emily","Avery","3225 Blue Spruce Lane",21667
"454",5,1,0,16,9,31,0,0,3,0,"Timothy","Fifer","2558 Cambridge Place",21202
"455",5,0,0,18,12,36,0,1,3,1,"Don","Meeks","2636 Providence Lane",92614
"456",5,0,0,18,19,43,0,1,3,0,"Thomas","Gordillo","2291 Arron Smith Drive",96814
"457",5,0,0,14,14,34,1,1,3,0,"Marianne","Johnson","1311 Upton Avenue",4092
"458",5,1,0,16,17,39,1,0,3,0,"Hester","Jenkins","3742 Hood Avenue",92111
"459",5,0,0,18,7,31,0,0,3,1,"Marcel","Spence","1667 Big Elm",64106
"460",5,0,0,18,7,31,0,1,3,0,"Christopher","Walker","2785 Harley Vincent Drive",44128
"461",5,0,0,16,22,44,1,1,3,0,"Brooke","McVey","4968 Clifford Street",94578
"462",5,0,0,12,28,46,1,1,3,0,"Nancy","Thole","3067 Grove Street",11735
"463",5,0,0,16,16,38,1,0,3,0,"Samantha","Smith","3303 Wolf Pen Road",94063
"464",5,0,0,16,16,38,0,0,1,1,"Daniel","Murphy","3467 Douglas Dairy Road",24230
"465",5,0,0,16,7,29,1,1,3,0,"Michelle","Small","2755 Sardis Sta",75074
"466",5,0,0,12,11,29,1,0,3,0,"Lorena","Reiter","52 Meadow View Drive",6109
"467",5,0,0,12,11,29,1,1,3,0,"Gloria","Lineberger","2699 Polk Street",85705
"468",5,0,0,12,16,34,1,0,3,0,"Elvira","Greenwood","2911 Hedge Street",7304
"469",5,0,1,18,33,57,0,0,3,0,"David","Williams","2348 Geraldine Lane",10022
"470",5,0,0,12,21,39,1,1,3,1,"Rose","Frazier","3405 Hillview Street",29210
"471",5,1,0,16,4,26,0,1,3,0,"Charles","Howell","395 Clover Drive",80903
"472",5,0,0,15,13,34,0,1,3,0,"Edward","Hale","3321 Rainbow Drive",44691
"473",5,0,1,18,14,38,0,1,3,0,"Kristopher","Bowyer","2690 Brookview Drive",95113
"474",5,0,0,16,10,32,1,1,3,0,"Emiko","Fox","4322 Aspen Court",2115
"475",5,0,0,18,14,38,0,1,3,1,"Daryl","Martin","2118 Hartland Avenue",54301
"476",5,0,0,16,29,51,0,1,3,1,"Dennis","Segovia","3788 Fulton Street",26062
"477",5,0,0,12,4,22,0,0,2,0,"Michael","Sanders","2491 Kimberly Way",49503
"478",5,0,0,18,27,51,0,1,1,0,"John","Graf","2393 Duck Creek Road",94612
"479",5,0,0,12,3,21,0,1,3,0,"Ralph","Disney","1027 Beech Street",94104
"480",5,0,1,16,14,36,0,1,3,1,"John","Mitchell","3443 Ash Avenue",63101
"481",5,2,0,14,0,20,0,1,3,0,"Corey","Clayton","3552 Frum Street",37217
"482",5,0,0,18,33,57,0,1,3,0,"Angel","Stokes","2772 Marigold Lane",33176
"483",5,0,0,16,38,60,0,1,3,1,"Norman","Huff","4305 Atha Drive",93301
"484",5,0,1,18,18,42,1,1,3,0,"Faith","Brown","2983 Hart Ridge Road",48624
"485",5,1,0,17,3,26,0,0,3,0,"Matthew","Vine","651 Steele Street",61257
"486",5,0,0,18,40,64,1,0,3,0,"Nicole","Montana","4899 Edgewood Avenue",93710
"487",5,1,0,14,19,39,0,0,3,0,"Jan","Dennison","1933 Calico Drive",98801
"488",5,0,0,14,4,24,1,0,3,0,"June","Miller","2658 College Street",30030
"489",5,0,0,16,11,33,1,1,3,0,"Lillian","Fuston","1013 Carolina Avenue",78501
"490",5,0,0,16,16,38,1,1,3,0,"Ruth","Williams","4199 Junior Avenue",30303
"491",5,0,0,14,22,42,0,1,3,0,"Melvin","Oliva","2964 Mandan Road",65207
"492",5,0,1,17,13,36,1,0,3,0,"Gladys","Rush","4447 Brighton Circle Road",56301
"493",5,0,1,16,28,50,1,1,3,1,"Virginia","Rood","2116 Confederate Drive",13021
"494",5,0,0,16,10,32,1,1,3,0,"Patricia","Stevens","2587 Kooter Lane",28105
"495",5,0,0,16,5,27,1,0,3,1,"Elena","Dunton","3720 Cedar Street",72201
"496",5,0,0,15,5,26,0,0,3,0,"Lawrence","Myers","4231 Williams Lane",67202
"497",5,1,0,18,37,61,1,0,3,0,"Sandra","Ramos","48 Gregory Lane",40299
"498",5,0,1,17,26,49,1,1,3,0,"Pamela","Meeker","1087 Wakefield Street",19034
"499",5,0,0,16,4,26,1,1,3,1,"Angelique","Tidwell","4898 Eagle Drive",48075
"500",5,0,1,18,31,55,1,0,3,0,"Kathleen","Rittenberry","2896 Bee Street",49470
"501",5,0,1,17,13,36,1,1,3,0,"Linda","Delamora","2211 Moonlight Drive",8232
"502",5,0,0,12,42,60,1,1,3,0,"Margaret","Reeves","2223 Fairfield Road",53202
"503",5,0,0,17,18,41,0,1,2,0,"John","Lineberry","4650 Oakridge Farm Lane",53525
"504",5,0,0,12,3,21,1,1,3,0,"Alice","Rule","2333 Southern Avenue",50322
"505",5,0,0,17,10,33,1,0,3,0,"Vilma","Cassell","4480 Cerullo Road",40299
"506",5,0,1,16,10,32,1,0,3,0,"Mary","Pace","1484 Kincheloe Road",97006
"507",5,0,0,16,17,39,1,1,2,0,"Robyn","Manuel","707 Randall Drive",96819
"508",5,0,0,18,7,31,0,1,3,0,"Craig","Pena","2648 Lords Way",38371
"509",5,0,0,16,14,36,1,1,3,0,"Beth","Hagan","3504 Hedge Street",7109
"510",5,0,1,16,22,44,1,1,3,0,"Marianne","Hemmer","3315 Edwards Street",27834
"511",5,0,0,17,14,37,1,1,3,0,"Kimberly","Sanders","269 Beech Street",94108
"512",5,0,0,16,11,33,0,1,3,0,"Daniel","Clark","1069 Rosewood Lane",10003
"513",5,0,1,18,23,47,0,1,3,0,"Michael","Adams","1092 Post Farm Road",30303
"514",5,0,1,12,39,57,0,1,3,0,"Henry","Zinn","4510 Hiddenview Drive",44128
"515",5,0,0,16,15,37,0,1,3,0,"Jerome","Moss","2160 Berkley Street",19034
"516",5,0,0,14,15,35,1,0,2,0,"Teri","Hammonds","3909 Melrose Street",98935
"517",5,0,0,16,10,32,0,0,3,0,"Mark","Obrien","413 Fort Street",98491
"518",5,0,0,12,25,43,1,0,3,1,"Vernice","Tomaszewski","3787 Earnhardt Drive",40202
"519",5,0,0,14,12,32,1,1,3,0,"Rita","Singleton","180 Hanover Street",10016
"520",5,0,0,16,7,29,1,1,2,1,"Cherie","Cohen","4660 Bell Street",10007
"521",5,0,1,17,7,30,0,1,3,0,"Wendell","McGrew","1334 Shinn Street",10016
"522",5,1,0,16,17,39,0,1,3,0,"Richard","White","4959 Reppert Coal Road",48219
"523",5,0,1,16,10,32,0,1,3,0,"Dennis","Jones","1955 Winding Way",2887
"524",5,0,0,17,2,25,0,1,3,1,"Joseph","Meeker","3993 Coal Street",16335
"525",5,0,1,9,34,49,1,1,1,1,"Martha","Matthews","3299 Bel Meadow Drive",92335
"526",5,0,0,15,11,32,1,1,3,0,"Pat","Watkins","117 Highland View Drive",94260
"527",5,0,0,15,10,31,0,0,3,0,"Joshua","Hall","566 Marion Drive",33624
"528",5,0,0,12,12,30,0,1,3,1,"Jose","Meehan","2789 Hillhaven Drive",90017
"529",5,0,1,16,6,28,1,0,3,0,"Laura","Cox","2204 Allison Avenue",23502
"530",5,0,0,18,5,29,0,0,3,0,"Michael","McNear","3494 Davis Court",62960
"531",5,0,0,12,33,51,1,1,1,0,"Barbara","Tompkins","2361 Havanna Street",27401
"532",5,0,1,17,25,48,1,1,1,0,"Rosie","Hidalgo","52 Levy Court",1824
"533",5,0,1,12,13,31,0,1,3,1,"Willard","Sage","1563 Oakmound Road",60657
"534",5,1,0,16,33,55,0,1,3,0,"Brian","McCoy","2689 Duffy Street",46382
